id|code|description|departmentId|type
2123306|728 Aspiracion olla Tk 529|728 Aspiracion olla Tk 529|64|
2123308|729 Aspiracion normal Tk 536|729 Aspiracion normal Tk 536|64|
2123309|730 Aspiracion olla Tk 536|730 Aspiracion olla Tk 536|64|
2123310|731 Salida Tk 536 a EEE|731 Salida Tk 536 a EEE|64|
2123311|732 Aspiracion D3-505 del Tk 536|732 Aspiracion D3-505 del Tk 536|64|
2123312|733 Derivacion aspiración Tk 536|733 Derivacion aspiración Tk 536|64|
2123313|734 Derivacion prod de Bz a 528|734 Derivacion prod de Bz a 528|64|
2123314|735 Bloq Bz de Muelle/Camiones A|735 Bloq Bz de Muelle/Camiones A|64|
2123315|736 Bloq Bz de Muelle/Camiones B|736 Bloq Bz de Muelle/Camiones B|64|
2123316|737 Bloq Bz de Muelle/Camiones C|737 Bloq Bz de Muelle/Camiones C|64|
2123317|738 Bloq Bz de Muelle/Camion D|738 Bloq Bz de Muelle/Camion D|64|
2123318|739 Bloq Bz de Muelle/Camion E|739 Bloq Bz de Muelle/Camion E|64|
2123319|740 Succion D3-350|740 Succion D3-350|64|
2123320|741 Descarga D3-350|741 Descarga D3-350|64|
2123321|742 Recirculacion D3-350|742 Recirculacion D3-350|64|
2123323|743 Succion D3-349|743 Succion D3-349|64|
2123324|744 Recirculacion D3-349|744 Recirculacion D3-349|64|
2123327|745 Descarga D3-349|745 Descarga D3-349|64|
2123328|746 Entrada FRC-350|746 Entrada FRC-350|64|
2123329|747 Reguladora FRC-350|747 Reguladora FRC-350|64|
2123330|748 Salida FRC-350|748 Salida FRC-350|64|
2123331|749 By-pass FRC-350|749 By-pass FRC-350|64|
2123332|750 Derivacion carga PygasTk510|750 Derivacion carga PygasTk510|64|
2123333|751 Entrada FV-812|751 Entrada FV-812|64|
2123334|752 Reguladora FV-812|752 Reguladora FV-812|64|
2123335|753 By-pass FV-812|753 By-pass FV-812|64|
2123337|754 Salida FV-812|754 Salida FV-812|64|
2123339|755 Bloq prod Pygas a Tk 538|755 Bloq prod Pygas a Tk 538|64|
2123340|756 Entrada FV-811|756 Entrada FV-811|64|
2123341|757 By-pass FV-811|757 By-pass FV-811|64|
2123342|758 Recirculacion interna Pygas|758 Recirculacion interna Pygas|64|
2123343|759 By-pass FV-811|759 By-pass FV-811|64|
2123344|760 Salida Fv-811|760 Salida Fv-811|64|
2123345|761 Entrada filtro D15-802|761 Entrada filtro D15-802|64|
2123346|762 Entrada a filtro D15-801|762 Entrada a filtro D15-801|64|
2123347|763 Valvula vaciado D15-801|763 Valvula vaciado D15-801|64|
2123348|764 Salida D15-801|764 Salida D15-801|64|
2123349|765 Valvula a O.D. D15-801|765 Valvula a O.D. D15-801|64|
2123350|766 Valvula a O.D. D15-802|766 Valvula a O.D. D15-802|64|
2123351|767 Salida D15-802|767 Salida D15-802|64|
2123352|768 Valvula vaciado D15-802|768 Valvula vaciado D15-802|64|
2123353|769 Succion D3-804|769 Succion D3-804|64|
2123354|770 Recirculacion D3-804|770 Recirculacion D3-804|64|
2123355|771 Descarga D3-804|771 Descarga D3-804|64|
2123356|772 Succion D3-803|772 Succion D3-803|64|
2123357|773 Descarga D3-803|773 Descarga D3-803|64|
2123358|774 Recirculacion D3-803|774 Recirculacion D3-803|64|
2123359|775 Entrada al FV-801|775 Entrada al FV-801|64|
2123360|776 Reguladora FV-801|776 Reguladora FV-801|64|
2123361|777 Salida FV-801|777 Salida FV-801|64|
2123362|778 By-pass FV-801|778 By-pass FV-801|64|
2123363|779 Entrada FV-803|779 Entrada FV-803|64|
2123364|780 Reguladora FV-803|780 Reguladora FV-803|64|
2123365|781 Salida FV-803|781 Salida FV-803|64|
2123366|782 Entrada producto al D2-803|782 Entrada producto al D2-803|64|
2123367|783 Salida producto del D2-803|783 Salida producto del D2-803|64|
2123368|784 By-pass D2-803|784 By-pass D2-803|64|
2123369|785 Entrada Mezclador Estatico|785 Entrada Mezclador Estatico|64|
2123370|786 By-pass Mezclador Estatico|786 By-pass Mezclador Estatico|64|
2123371|787 Salida Mezclador Estatico|787 Salida Mezclador Estatico|64|
2123372|788 Succion D3-805|788 Succion D3-805|64|
2123373|789 Succion D3-806|789 Succion D3-806|64|
2123374|790 Descarga D3-806|790 Descarga D3-806|64|
2123375|791 Descarga D3-805|791 Descarga D3-805|64|
2123376|792 Entrada TRC-804|792 Entrada TRC-804|64|
2123377|793 Reguladora TRC-804|793 Reguladora TRC-804|64|
2123378|794 By-pass TRC-804|794 By-pass TRC-804|64|
2123379|795 Salida TRC-804|795 Salida TRC-804|64|
2123380|796 Entrada TRC-804|796 Entrada TRC-804|64|
2123381|797 Reguladora TRC-804|797 Reguladora TRC-804|64|
2123382|798 Salida TRC-804|798 Salida TRC-804|64|
2123383|799 Drenaje D13-807|799 Drenaje D13-807|64|
2123384|800 Entrada LV-812|800 Entrada LV-812|64|
2123385|801 Reguladora LV-812|801 Reguladora LV-812|64|
2123386|802 By-pass LV-812|802 By-pass LV-812|64|
2123387|803 Salida LV-812|803 Salida LV-812|64|
2123388|804 Entrada FV-807|804 Entrada FV-807|64|
2123389|805 Reguladora FV-807|805 Reguladora FV-807|64|
2123390|806 By-pass FV-807|806 By-pass FV-807|64|
2123391|807 Salida FV-807|807 Salida FV-807|64|
2123392|808 Drenaje D13-808|808 Drenaje D13-808|64|
2123393|809 Entrada FV-809|809 Entrada FV-809|64|
2123394|810 Reguladora FV-809|810 Reguladora FV-809|64|
2123395|811 By-pass FV-809|811 By-pass FV-809|64|
2123396|812 Salida FV-809|812 Salida FV-809|64|
2123397|813 Drenaje D13-810|813 Drenaje D13-810|64|
2123398|814 Succion D3-808|814 Succion D3-808|64|
2123399|815 Succion D3-807|815 Succion D3-807|64|
2123400|816 Descarga D3-808|816 Descarga D3-808|64|
2123401|817 Descarga D3-807|817 Descarga D3-807|64|
2123402|818 Entrada FV-809|818 Entrada FV-809|64|
2123403|819 By-pass FV-809|819 By-pass FV-809|64|
2123404|820 Reguladora FV-809|820 Reguladora FV-809|64|
2123405|821 Salida FV-809|821 Salida FV-809|64|
2123406|822 Blq Recirulacion a Tb pulmon|822 Blq Recirulacion a Tb pulmon|64|
2123407|823 Bloq producc Pygas TK510|823 Bloq producc Pygas TK510|64|
2123408|677 Recirculacion D3 219|677 Recirculacion D3 219|64|
2130202|901|901|60|
2130203|902|902|60|
2130204|903|903|60|
2130205|904|904|60|
2130206|905|905|60|
2130207|906|906|60|
2130209|907|907|60|
2130210|908|908|60|
2130212|909|909|60|
2130213|910|910|60|
2130214|911|911|60|
2130215|912|912|60|
2130216|913|913|60|
2130217|914|914|60|
2130218|126|126|60|
2130219|125|125|60|
2130220|124|124|60|
2130221|123|123|60|
2130223|121|121|60|
2130225|127|127|60|
2180253|122|122|60|
2180254|133|133|60|
2180255|134|134|60|
2180256|104|104|60|
2180257|102|102|60|
2180258|103|103|60|
2180259|105|105|60|
2180260|101|101|60|
2180261|107|107|60|
2180262|118|118|60|
2180263|106|106|60|
2180264|147|147|60|
2180265|079|079|60|
2180266|080|080|60|
2180267|073|073|60|
2180268|148|148|60|
2180269|068|068|60|
2180270|067|067|60|
2180271|070|070|60|
2180272|078|078|60|
2180273|075|075|60|
2180274|076|076|60|
2180275|099|099|60|
2180277|091|091|60|
2180278|092|092|60|
2180279|093|093|60|
2180280|094|094|60|
2180282|100|100|60|
2180283|066|066|60|
2180285|082|082|60|
2180286|090|090|60|
2180287|089|089|60|
2180288|069|069|60|
2180289|077|077|60|
2180290|072|072|60|
2180291|083|083|60|
2180292|064|064|60|
2180293|074|074|60|
2180294|096|096|60|
2180295|059|059|60|
2180296|052|052|60|
2180297|132|132|60|
2180298|058|058|60|
2180299|062|062|60|
2180300|055|055|60|
2180301|056|056|60|
2180302|095|095|60|
2180303|084|084|60|
2180304|098|098|60|
2180305|087|087|60|
2180306|085|085|60|
2180307|088|088|60|
2180309|061|061|60|
2180311|063|063|60|
2180312|097|097|60|
2180313|054|054|60|
2180316|057|057|60|
2180317|051|051|60|
2180318|053|053|60|
2180319|060|060|60|
2180320|081|081|60|
2180322|071|071|60|
2180323|130|130|60|
2180324|065|065|60|
2180325|131|131|60|
2180326|129|129|60|
2180331|851|851|135|
2180332|863|863|135|
2180333|864|864|135|
2180334|865|865|135|
2180335|866|866|135|
2180336|867|867|135|
2180337|868|868|135|
2180338|869|869|135|
2180339|870|870|135|
2180340|871|871|135|
2180341|872|872|135|
2180342|873|873|135|
2180343|874|874|135|
2180344|875|875|135|
2180345|876|876|135|
2180346|877|877|135|
2180347|878|878|135|
2180348|879|879|135|
2180349|880|880|135|
2180350|881|881|135|
2180351|882|882|135|
2180352|883|883|135|
2180353|884|884|135|
2180354|885|885|135|
2180355|886|886|135|
2180356|887|887|135|
2180357|888|888|135|
2180358|603|603|135|
2180359|604|604|135|
2180361|606|606|135|
2180362|607|607|135|
2180363|608|608|135|
2180364|609|609|135|
2180365|001|001|135|
2180366|002|002|135|
2180367|003|003|135|
2180368|004|004|135|
2180369|006|006|135|
2180370|151|151|62|
2180371|152|152|62|
2180372|153|153|62|
2180373|154|154|62|
2180374|155|155|62|
2180375|156|156|62|
2180376|157|157|62|
2180377|158|158|62|
2180378|159|159|62|
2180379|160|160|62|
2180380|161|161|62|
2180381|162|162|62|
2180382|163|163|62|
2180383|164|164|62|
2180384|165|165|62|
2180471|166|166|62|
2180472|167|167|62|
2180663|168|168|62|
2180664|169|169|62|
2180665|170|170|62|
2180666|171|171|62|
2180667|172|172|62|
2180668|173|173|62|
2180669|174|174|62|
2180670|175|175|62|
2180671|176|176|62|
2180672|177|177|62|
2180673|178|178|62|
2180674|179|179|62|
2180675|950|950|62|
2180676|951|951|62|
2180677|952|952|62|
2180678|953|953|62|
2180679|954|954|62|
2180680|955|955|62|
2180681|956|956|62|
2180682|957|957|62|
2180683|958|958|62|
2180684|959|959|62|
2180685|960|960|62|
2180686|961|961|62|
2180687|962|962|62|
2180688|963|963|62|
2180689|964|964|62|
2180690|965|965|62|
2180691|966|966|62|
2254294|TK PROPANO-PROPILENO|TK PROPANO-PROPILENO|18|
2294052|LABORATORIO CROMATOGRAFIA|LABORATORIO CROMATOGRAFIA|113|
2294053|LABORATORIO ANALITICA|LABORATORIO ANALITICA|113|
2294054|LABORATORIO CAUCHO|LABORATORIO CAUCHO|113|
2294055|LABORATORIO SOLUCIONES|LABORATORIO SOLUCIONES|113|
2365699|TK 504|TK 504|44|
2472794|FDO T. BENCENO|FDO T. BENCENO|43|
2474013|Reforma A 800|Reforma A 800|159|
2514820|CAMION REFORMADO LIVIANO|CAMION REFORMADO LIVIANO|49|
2534837|PROPANO DE CARGA|PROPANO DE CARGA|17|
2597331|CAMION JABON DE RESINA|CAMION JABON DE RESINA|5|
2606681|11-D1-101 Desulfur|11-D1-101 Desulfur|107|
2606682|11-D1-102 Reactor 1 ESTE|11-D1-102 Reactor 1 ESTE|107|
2606683|11-D1-102 Reactor 1 OESTE|11-D1-102 Reactor 1 OESTE|107|
2606684|11-D1-103 Reactor 2 ESTE|11-D1-103 Reactor 2 ESTE|107|
2606685|11-D1-103 Reactor 2 OESTE|11-D1-103 Reactor 2 OESTE|107|
2606686|11-D1-104 Reactor 3|11-D1-104 Reactor 3|107|
2606687|11-D1-105 Reboiler|11-D1-105 Reboiler|107|
2606688|11-D1-301 HDA|11-D1-301 HDA|107|
2606689|16-D1-101 A|16-D1-101 A|106|
2606690|16-D-1-101 B|16-D-1-101 B|106|
2606691|16-D1-101 C|16-D1-101 C|106|
2606692|16-D1-101 D|16-D1-101 D|106|
2606693|16-D1-101 E|16-D1-101 E|106|
2606694|16-D1-101 F|16-D1-101 F|106|
2606695|17-D1-201|17-D1-201|106|
2606696|17-D1-202|17-D1-202|106|
2606697|14-D16-301 Zona 1|14-D16-301 Zona 1|104|
2606698|14-D16-301 Zona 2|14-D16-301 Zona 2|104|
2606699|14-D16-301 Zona 3|14-D16-301 Zona 3|104|
2606700|14-D16-301 Zona 4|14-D16-301 Zona 4|104|
2606701|14-D16-301 Zona 5|14-D16-301 Zona 5|104|
2606702|14-D16-302 Extractor Oeste|14-D16-302 Extractor Oeste|104|
2606703|14-D16-302 Extractor Eeste|14-D16-302 Extractor Eeste|104|
2606704|30-F-101 Turbo/Caldera 1 GN|30-F-101 Turbo/Caldera 1 GN|108|
2606705|30-F-101 Turbo/Caldera 2 GN/CL|30-F-101 Turbo/Caldera 2 GN/CL|108|
2606706|30-F-101 Turbo/Caldera 3 GN/CL|30-F-101 Turbo/Caldera 3 GN/CL|108|
2606707|21|21|102|
2615876|AIRE PERIMETRO 1|AIRE PERIMETRO 1|112|
2615877|AIRE PERIMETRO 2|AIRE PERIMETRO 2|112|
2615878|AIRE PERIMETRO 3|AIRE PERIMETRO 3|112|
2615879|AIRE PERIMETRO 4|AIRE PERIMETRO 4|112|
2615880|AIRE PERIMETRO 5|AIRE PERIMETRO 5|112|
2615881|AIRE PERIMETRO 6|AIRE PERIMETRO 6|112|
2615882|AIRE PERIMETRO 7|AIRE PERIMETRO 7|112|
2615883|AIRE F1|AIRE F1|112|
2615884|AIRE F2|AIRE F2|112|
2615885|AIRE B1|AIRE B1|112|
2615886|AIRE B2|AIRE B2|112|
2615887|AIRE B3|AIRE B3|112|
2615888|AIRE B4|AIRE B4|112|
2615889|AIRE B5|AIRE B5|112|
2615890|2|2|102|
2615891|1|1|102|
2615892|3|3|102|
2615893|4|4|102|
2615894|8|8|102|
2615895|9|9|102|
2615896|10|10|102|
2615897|13|13|102|
2615898|16|16|102|
2615899|23|23|102|
2615900|24|24|102|
2615901|27|27|102|
2615902|31|31|102|
2615903|32|32|102|
2615904|34|34|102|
2615905|35|35|102|
2615906|36|36|102|
2615907|400|400|102|
2615908|403|403|102|
2615909|405|405|102|
2615910|408|408|102|
2615911|415|415|102|
2615912|418|418|102|
2615913|427|427|102|
2615914|501|501|102|
2615915|502|502|102|
2615916|503|503|102|
2615917|504|504|102|
2615918|505|505|102|
2615919|506|506|102|
2615920|507|507|102|
2615921|508|508|102|
2615922|509|509|102|
2615923|510|510|102|
2615924|511|511|102|
2615925|512|512|102|
2615926|526|526|102|
2615927|533|533|102|
2615928|534|534|102|
2615929|535|535|102|
2615930|536|536|102|
2615931|537|537|102|
2615932|538|538|102|
2615933|540|540|102|
2615934|542|542|102|
2615935|543|543|102|
2615937|P600|P600|102|
2615938|P601|P601|102|
2615940|P602|P602|102|
2615941|P605|P605|102|
2615942|EEE|EEE|102|
2615943|LE1|LE1|102|
2615944|LE2|LE2|102|
2615945|LE3|LE3|102|
2615946|D|D|102|
2615947|O|O|102|
2615948|P|P|102|
2615949|Q|Q|102|
2615950|PAD3|PAD3|102|
2615951|PAD7|PAD7|102|
2615952|PAD9|PAD9|102|
2615953|PAD13|PAD13|102|
2615954|PAD18|PAD18|102|
2615955|PAD19|PAD19|102|
2615956|PAD27|PAD27|102|
2615957|PAD28|PAD28|102|
2615958|PAD34|PAD34|102|
2615959|PAD35|PAD35|102|
2615960|PM3|PM3|102|
2615961|PM6|PM6|102|
2615962|PM10|PM10|102|
2615963|PM12|PM12|102|
2615964|PM15|PM15|102|
2615965|PM35|PM35|102|
2615966|PM36|PM36|102|
2620330|P603|P603|102|
2620331|P604|P604|102|
2626945|CAMION HEXANO|CAMION HEXANO|15|
2627586|185|185|62|
2627587|186|186|62|
2627588|187|187|62|
2627589|188|188|62|
2627590|189|189|62|
2627591|190|190|62|
2627592|191|191|62|
2627593|192|192|62|
2627594|193|193|62|
2627595|194|194|62|
2627596|195|195|62|
2627597|196|196|62|
2652304|SALIDA TK 30-D9-124|SALIDA TK 30-D9-124|143|
2679027|CAMION NAFTA VIRGEN|CAMION NAFTA VIRGEN|49|
2683583|COMPRESOR 301 LADO HDS|COMPRESOR 301 LADO HDS|41|
2720759|C.RERUN+C.FLASH|C.RERUN+C.FLASH|12|
2754177|FDO TORRE HIGH FLASH|FDO TORRE HIGH FLASH|43|
