id|code|description|departmentId|type
2061|A25 : 14 D9-911       Salida a c|A25 : 14 D9-911       Salida a c|62|
2062|A26 : 14 D9-902      Salida a ca|A26 : 14 D9-902      Salida a ca|62|
2063|A27 : 14 D9-902      Salida pie|A27 : 14 D9-902      Salida pie|62|
2064|A28 : 14 D3-913      Succi¢n de|A28 : 14 D3-913      Succi¢n de|62|
2065|A29 : 14 D3-913      Succi¢n de|A29 : 14 D3-913      Succi¢n de|62|
2066|U1 : 14 D9-704     Evacuadora|U1 : 14 D9-704     Evacuadora|62|
2067|U2 : 14 D9-704     Entrada de fr|U2 : 14 D9-704     Entrada de fr|62|
2068|U3 : 14 D9-704     Entrada de fr|U3 : 14 D9-704     Entrada de fr|62|
2069|U4 : 14 D9-704      Entrada de f|U4 : 14 D9-704      Entrada de f|62|
2070|U5 : 14 D9-704      Salida de ro|U5 : 14 D9-704      Salida de ro|62|
2071|U6 : 14 D9-704     Drenaje super|U6 : 14 D9-704     Drenaje super|62|
2072|U7 : 14 D9-704     Drenaje infer|U7 : 14 D9-704     Drenaje infer|62|
2073|U8 : 14 D9-704     Entrada de ro|U8 : 14 D9-704     Entrada de ro|62|
2074|U9 : 14 D9-704      Salida de ca|U9 : 14 D9-704      Salida de ca|62|
2075|U10 : 14 D9-704      Salida de c|U10 : 14 D9-704      Salida de c|62|
2076|U11 : 14 D9-704      Salida de c|U11 : 14 D9-704      Salida de c|62|
2077|U12 : 14 D9-705     Evacuadora|U12 : 14 D9-705     Evacuadora|62|
2078|U13 : 14 D9-705     Entrada de f|U13 : 14 D9-705     Entrada de f|62|
2079|U14 : 14 D9-705      Entrada de|U14 : 14 D9-705      Entrada de|62|
2080|U15 : 14 D9-705      Entrada de|U15 : 14 D9-705      Entrada de|62|
2081|U16 : 14 D9-705      Salida de r|U16 : 14 D9-705      Salida de r|62|
2082|U17 : 14 D9-705      Drenaje sup|U17 : 14 D9-705      Drenaje sup|62|
2083|U18 : 14 D9-705      Drenaje inf|U18 : 14 D9-705      Drenaje inf|62|
2084|U19 : 14 D9-705       Entrada de|U19 : 14 D9-705       Entrada de|62|
2085|U20 : 14 D9-705     Salida de ca|U20 : 14 D9-705     Salida de ca|62|
2086|U21 : 14 D9-705      Salida de c|U21 : 14 D9-705      Salida de c|62|
2087|U22 : 14 D9-705      Salida de c|U22 : 14 D9-705      Salida de c|62|
2088|U23 : 14 D9-706     Evacuadora|U23 : 14 D9-706     Evacuadora|62|
2089|U24 : 14 D9-706     Entrada de f|U24 : 14 D9-706     Entrada de f|62|
2090|U25 : 14 D9-706      Salida rola|U25 : 14 D9-706      Salida rola|62|
2091|U26 : 14 D9-706     Salida rolad|U26 : 14 D9-706     Salida rolad|62|
2092|U27 : 14 D9-706      Salida rola|U27 : 14 D9-706      Salida rola|62|
2093|U28 : 14 D9-706     Drenaje supe|U28 : 14 D9-706     Drenaje supe|62|
2094|U29 : 14 D9-706     Drenaje infe|U29 : 14 D9-706     Drenaje infe|62|
2095|U30 : 14 D9-706     Entrada de r|U30 : 14 D9-706     Entrada de r|62|
2096|U31 : 14 D9-706     Salida de ca|U31 : 14 D9-706     Salida de ca|62|
2097|U32 : 14 D13-703   Evacuadora|U32 : 14 D13-703   Evacuadora|62|
2098|U33 : 14 D13-703    Salida de ca|U33 : 14 D13-703    Salida de ca|62|
2099|U34 : 14 D3-705     Aspiraci¢n|U34 : 14 D3-705     Aspiraci¢n|62|
2100|U35 : 14 D3-705     Descarga|U35 : 14 D3-705     Descarga|62|
2101|U36 : 14 D3-706    Aspiraci¢n|U36 : 14 D3-706    Aspiraci¢n|62|
2102|U37 : 14 D3-706     Descarga|U37 : 14 D3-706     Descarga|62|
2103|U38 : 14 D3-707    Aspiraci¢n|U38 : 14 D3-707    Aspiraci¢n|62|
2104|U39 : 14 D3-708    Aspiraci¢n|U39 : 14 D3-708    Aspiraci¢n|62|
2105|U40 : Parral (Cactus de Rolado y|U40 : Parral (Cactus de Rolado y|62|
2106|U41 : Parral (Cactus de Rolado y|U41 : Parral (Cactus de Rolado y|62|
2107|U42 : Parral (Cactus de Rolado y|U42 : Parral (Cactus de Rolado y|62|
2108|U43 : Parral (Cactus de Rolado y|U43 : Parral (Cactus de Rolado y|62|
2109|U44 : Parral (Cactus de Rolado y|U44 : Parral (Cactus de Rolado y|62|
2110|U45 : 14 D4-701  Aspiraci¢n|U45 : 14 D4-701  Aspiraci¢n|62|
2111|U46 : 14 D13-702  Aspiraci¢n|U46 : 14 D13-702  Aspiraci¢n|62|
2112|U47 : 14 D13-702  Succi¢n desde|U47 : 14 D13-702  Succi¢n desde|62|
2113|U48 : 14 D13-702 Succi¢n desde B|U48 : 14 D13-702 Succi¢n desde B|62|
2114|U49 : 14 D13-702 Igualizadora|U49 : 14 D13-702 Igualizadora|62|
2115|U50 : 14 D3-705 Bomba de Rolado|U50 : 14 D3-705 Bomba de Rolado|62|
2116|U51 : 14 D3-706  Bomba de Rolado|U51 : 14 D3-706  Bomba de Rolado|62|
2117|U52 : 14 D3-707 Bomba de carga d|U52 : 14 D3-707 Bomba de carga d|62|
2118|U53 : 14 D3-708 Bomba de carga d|U53 : 14 D3-708 Bomba de carga d|62|
2119|U54 : 14 D4-701 Compresor de But|U54 : 14 D4-701 Compresor de But|62|
2120|U55 : 14 D13-102   Evacuadora|U55 : 14 D13-102   Evacuadora|62|
2121|U56 : 14 D13-103   Evacuadora|U56 : 14 D13-103   Evacuadora|62|
2122|U57 : 14 D3-102    Bomba caustic|U57 : 14 D3-102    Bomba caustic|62|
2123|U58 : 14 D3-105    Bomba agua de|U58 : 14 D3-105    Bomba agua de|62|
2124|U59 : 14 D3-106    Bomba agua de|U59 : 14 D3-106    Bomba agua de|62|
2125|U60  : 14 D2-104    Entrada|U60  : 14 D2-104    Entrada|62|
2126|U61 : 14 D2-104    Salida|U61 : 14 D2-104    Salida|62|
2127|U62 : 14 D2-104    By-pass|U62 : 14 D2-104    By-pass|62|
2128|U63 : 14 D3-117   Bomba Homogene|U63 : 14 D3-117   Bomba Homogene|62|
2129|U64 : 14 D3-117   Aspiraci¢n|U64 : 14 D3-117   Aspiraci¢n|62|
2130|U65 : 14 D3-117     Descarga|U65 : 14 D3-117     Descarga|62|
2131|U66 : 14 D3-117     By-pass|U66 : 14 D3-117     By-pass|62|
2132|U67 : 14 D4-201    Compresor de|U67 : 14 D4-201    Compresor de|62|
2133|U68 : 14 D4-201    Aspiraci¢n|U68 : 14 D4-201    Aspiraci¢n|62|
2134|U69 : 14 D4-201      Descarga|U69 : 14 D4-201      Descarga|62|
2135|U70 : 14 D4-202    Compresor de|U70 : 14 D4-202    Compresor de|62|
2136|U71 : 14 D4-202    Aspiraci¢n|U71 : 14 D4-202    Aspiraci¢n|62|
2137|U72 : 14 D4-202      Descarga|U72 : 14 D4-202      Descarga|62|
2138|U73 : 14 D4-203    Compresor de|U73 : 14 D4-203    Compresor de|62|
2139|U74 : 14 D4-203     Aspiraci¢n|U74 : 14 D4-203     Aspiraci¢n|62|
2140|U75 : 14 D4-203    Descarga|U75 : 14 D4-203    Descarga|62|
2141|U76 : 14 D4-207    Compresor de|U76 : 14 D4-207    Compresor de|62|
2142|U77 : 14 D4-207     Aspiraci¢n|U77 : 14 D4-207     Aspiraci¢n|62|
2143|U78 : 14 D4-207     Descarga|U78 : 14 D4-207     Descarga|62|
2144|U79 : 14 D13-207  Aspiraci¢n|U79 : 14 D13-207  Aspiraci¢n|62|
2145|U80 : 14 D13 208  Aspiraci¢n|U80 : 14 D13 208  Aspiraci¢n|62|
2146|U81 : 14 D13-209  Aspiraci¢n|U81 : 14 D13-209  Aspiraci¢n|62|
2147|U82 : 14 D13-210  Aspiraci¢n|U82 : 14 D13-210  Aspiraci¢n|62|
2148|U83 : 14 D4-205   Bomba de Vac¡o|U83 : 14 D4-205   Bomba de Vac¡o|62|
2149|U84 : 14 D4-205   Aspiraci¢n|U84 : 14 D4-205   Aspiraci¢n|62|
2150|U85 : 14 D4-205    Descarga atmo|U85 : 14 D4-205    Descarga atmo|62|
2151|U86 : 14 D4-205   Descarga siste|U86 : 14 D4-205   Descarga siste|62|
2152|U87 : 14 D4-206   Bomba de Vac¡o|U87 : 14 D4-206   Bomba de Vac¡o|62|
2153|U88 : 14 D4-206  Aspiraci¢n|U88 : 14 D4-206  Aspiraci¢n|62|
2154|U89 : 14 D4-206  Descarga atmosf|U89 : 14 D4-206  Descarga atmosf|62|
2155|U90 : 14 D4-206   Descarga siste|U90 : 14 D4-206   Descarga siste|62|
2156|U91 : 14 D4-204   Bomba de Vac¡o|U91 : 14 D4-204   Bomba de Vac¡o|62|
2157|U92 : 14 D4-204   Aspiraci¢n|U92 : 14 D4-204   Aspiraci¢n|62|
2158|U93 : 14 D4-208   Bomba de Vac¡o|U93 : 14 D4-208   Bomba de Vac¡o|62|
2159|U94 : 14 D4-208   Aspiraci¢n|U94 : 14 D4-208   Aspiraci¢n|62|
2160|U95 : 14 D4-208     Descarga|U95 : 14 D4-208     Descarga|62|
2161|U96 : 14 D13-211    Aspiraci¢n|U96 : 14 D13-211    Aspiraci¢n|62|
2162|U97 : 14 D13-211    Aspiraci¢n d|U97 : 14 D13-211    Aspiraci¢n d|62|
2163|U98 : 14 D13-211    Aspiraci¢n e|U98 : 14 D13-211    Aspiraci¢n e|62|
2164|U99 : 14 D13-212    Aspiraci¢n|U99 : 14 D13-212    Aspiraci¢n|62|
2165|U100 : 14 D13-212      Aspiraci¢|U100 : 14 D13-212      Aspiraci¢|62|
2166|U101 : 14 D13-212       Aspiraci|U101 : 14 D13-212       Aspiraci|62|
2167|U102 : 14 D13-213  Aspiracion|U102 : 14 D13-213  Aspiracion|62|
2168|U103 : 14 D13-214   Aspiracion|U103 : 14 D13-214   Aspiracion|62|
2169|U104 : 14 D2-222     Descarga|U104 : 14 D2-222     Descarga|62|
2170|U105 : 14 D2-222    Desde bomba|U105 : 14 D2-222    Desde bomba|62|
2171|U106 : 14 D2-222    Desde Flash|U106 : 14 D2-222    Desde Flash|62|
2172|U107 : 14 D2-223     Descarga|U107 : 14 D2-223     Descarga|62|
2173|U108 : 14 D2-223     Desde bomba|U108 : 14 D2-223     Desde bomba|62|
2174|U109 : 14 D2-223     Desde Flash|U109 : 14 D2-223     Desde Flash|62|
2175|U110 : 14 D2-224     Descarga|U110 : 14 D2-224     Descarga|62|
2176|U111 : 14 D2-224     Desde bomba|U111 : 14 D2-224     Desde bomba|62|
2177|U112 : 14 D2-224   Desde Flash|U112 : 14 D2-224   Desde Flash|62|
2178|U113 : 14 D13-201    PSV|U113 : 14 D13-201    PSV|62|
2179|U114 : 14 D13-201      Evacuador|U114 : 14 D13-201      Evacuador|62|
2180|U115 : 14 D13-201    Desde NBR|U115 : 14 D13-201    Desde NBR|62|
2181|U116 : 14 D13-201   Recuperaci¢n|U116 : 14 D13-201   Recuperaci¢n|62|
2182|U117 : 14 D13-202    PSV|U117 : 14 D13-202    PSV|62|
2183|U118 : 14 D13-202    Evacuadora|U118 : 14 D13-202    Evacuadora|62|
2184|U119 : 14 D13-202      Desde NBR|U119 : 14 D13-202      Desde NBR|62|
2185|U120 : 14 D13-202      Vac¡o a t|U120 : 14 D13-202      Vac¡o a t|62|
2186|U121 : 14 D13-202    Recuperaci¢|U121 : 14 D13-202    Recuperaci¢|62|
2187|U122 : 14 D13-203    PSV|U122 : 14 D13-203    PSV|62|
2188|U123 : 14 D13-203     Evacuadora|U123 : 14 D13-203     Evacuadora|62|
2189|U124 : 14 D13-203       Vac¡o a|U124 : 14 D13-203       Vac¡o a|62|
2190|U125 : Desde esferas a Blowdown|U125 : Desde esferas a Blowdown|62|
2191|U126 : 14 D14-201     Cima de Sp|U126 : 14 D14-201     Cima de Sp|62|
2192|U127 : 14 D14-201   By-pass de c|U127 : 14 D14-201   By-pass de c|62|
2193|U128 : 14 D14-201    Entrada a s|U128 : 14 D14-201    Entrada a s|62|
2194|U129 : 14 D14-201      Entrada a|U129 : 14 D14-201      Entrada a|62|
2195|U130 : 14 D14-201    L¡nea separ|U130 : 14 D14-201    L¡nea separ|62|
2196|U131 : 14 D3-225|U131 : 14 D3-225|62|
2197|U132 : 14 D3-226|U132 : 14 D3-226|62|
2198|U133 : 14 D3-227|U133 : 14 D3-227|62|
2199|U134 : 14 D2-202     Entrada al|U134 : 14 D2-202     Entrada al|62|
2200|U135 : 14 D2-225     Entrada al|U135 : 14 D2-225     Entrada al|62|
2201|U136 : 14 D2-203     Entrada al|U136 : 14 D2-203     Entrada al|62|
2202|U137 : 14 D3-901     Bomba de Ca|U137 : 14 D3-901     Bomba de Ca|62|
2203|U138 : 14 D3-907     Bomba de La|U138 : 14 D3-907     Bomba de La|62|
2204|U139 : 14 D3-904     Bomba de Pe|U139 : 14 D3-904     Bomba de Pe|62|
2205|U140 : 14 D4-901     Bomba de Va|U140 : 14 D4-901     Bomba de Va|62|
2206|U141 : 14 D9-901     Salida de c|U141 : 14 D9-901     Salida de c|62|
2207|U142 : 14 D9-901   Salida de rol|U142 : 14 D9-901   Salida de rol|62|
2208|U143 : 14 D9-901    Salida de re|U143 : 14 D9-901    Salida de re|62|
2209|U144 : 14 D3-901     Aspiraci¢n|U144 : 14 D3-901     Aspiraci¢n|62|
2210|U145 : 14 D3-901      Aspiraci¢n|U145 : 14 D3-901      Aspiraci¢n|62|
2211|U146 : 14 D3-901   Descarga|U146 : 14 D3-901   Descarga|62|
2212|U147 : 14 D3-901      Carga a pe|U147 : 14 D3-901      Carga a pe|62|
2213|U148 : 14 D3-901     Salida a ro|U148 : 14 D3-901     Salida a ro|62|
2214|U149 : 14 D3-904     Aspiraci¢n|U149 : 14 D3-904     Aspiraci¢n|62|
2215|U150 : 14 D9-918     Salida de p|U150 : 14 D9-918     Salida de p|62|
2216|U151 : 14 D4-901     Descarga a|U151 : 14 D4-901     Descarga a|62|
2217|U152 : 14 D4-901   Descarga a an|U152 : 14 D4-901   Descarga a an|62|
2218|U153 : 14 D4-901      Aspiraci¢n|U153 : 14 D4-901      Aspiraci¢n|62|
2219|U154 : 14 D4-901     Aspiraci¢n|U154 : 14 D4-901     Aspiraci¢n|62|
2220|U155 : 14 D13-904   Aspiraci¢n l|U155 : 14 D13-904   Aspiraci¢n l|62|
2221|U156 : 14 D13-904  Aspiraci¢n de|U156 : 14 D13-904  Aspiraci¢n de|62|
2222|U157 : 14 D13-904   Salida a ant|U157 : 14 D13-904   Salida a ant|62|
2223|U158 : 14 D13-904   Salida a atm|U158 : 14 D13-904   Salida a atm|62|
2224|E-1 : Succi¢n D3-317 (refl.Bz)|E-1 : Succi¢n D3-317 (refl.Bz)|64|
2225|E-2 : Succi¢n D3-316|E-2 : Succi¢n D3-316|64|
2226|E-3 : Descarga D3-316|E-3 : Descarga D3-316|64|
2227|E-4 : Descarga D3-317 (refl. Bz)|E-4 : Descarga D3-317 (refl. Bz)|64|
2228|E-5 : Bloqueo L.C. 306 (L. sur)|E-5 : Bloqueo L.C. 306 (L. sur)|64|
2229|E-6 : Bloqueo L.C. 306 (L. Norte|E-6 : Bloqueo L.C. 306 (L. Norte|64|
2230|E-7 : Succi¢n D3-318|E-7 : Succi¢n D3-318|64|
2231|E-8 : Succi¢n D3-317 (Cte.Latera|E-8 : Succi¢n D3-317 (Cte.Latera|64|
2232|E-9 : Entrada D2-313 A (L.este)|E-9 : Entrada D2-313 A (L.este)|64|
2233|E-10 : Entrada D2-313 A (L.oeste|E-10 : Entrada D2-313 A (L.oeste|64|
2234|E-11 : Salida D2-313 A (L. este)|E-11 : Salida D2-313 A (L. este)|64|
2235|E-12 : Salida D2-313 A (L.oeste)|E-12 : Salida D2-313 A (L.oeste)|64|
2236|E-13 : Entrada caj¢n chico D2-31|E-13 : Entrada caj¢n chico D2-31|64|
2237|E-14 : Salida caj¢n chico D2-313|E-14 : Salida caj¢n chico D2-313|64|
2238|E-15 : By-Pass caj¢n grande D2-3|E-15 : By-Pass caj¢n grande D2-3|64|
2239|E-16 : Entrada D2-313 B|E-16 : Entrada D2-313 B|64|
2240|E-17 : Salida D2-313 B|E-17 : Salida D2-313 B|64|
2241|E-18 : By-Pass D2-313 B|E-18 : By-Pass D2-313 B|64|
2242|E-19 : Descarga D3-318|E-19 : Descarga D3-318|64|
2243|E-20 : Descarga D3-317 (Cte. Lat|E-20 : Descarga D3-317 (Cte. Lat|64|
2244|E-21 : Refl. Bz a Slop|E-21 : Refl. Bz a Slop|64|
2245|E-22 : Bloqueo superior D2-208|E-22 : Bloqueo superior D2-208|64|
2246|E-23 : Bloqueo inferior D2-208|E-23 : Bloqueo inferior D2-208|64|
2247|E-24 : By-Pass D2-208|E-24 : By-Pass D2-208|64|
2248|E-25 : Bloqueo D2-314 B (L.Este)|E-25 : Bloqueo D2-314 B (L.Este)|64|
2249|E-26 : Bloqueo D2-314 B (L.Oeste|E-26 : Bloqueo D2-314 B (L.Oeste|64|
2250|E-27 : By-Pass D2-314 B|E-27 : By-Pass D2-314 B|64|
2251|E-28 : Salida D2-314|E-28 : Salida D2-314|64|
2252|E-29 : Bloqueo TRC-310 (Bz a Tk)|E-29 : Bloqueo TRC-310 (Bz a Tk)|64|
2253|E-30 : Bloqueo TRC-310 (Bz a Tk)|E-30 : Bloqueo TRC-310 (Bz a Tk)|64|
2254|E-31 : By-Pass TRC-310 ( Bz a Tk|E-31 : By-Pass TRC-310 ( Bz a Tk|64|
2255|E-32 : Salida de Bz a Tk.|E-32 : Salida de Bz a Tk.|64|
2256|E-33 : Producci¢n de Bz a slop|E-33 : Producci¢n de Bz a slop|64|
2257|E-34 : Cambio de producc. tks 53|E-34 : Cambio de producc. tks 53|64|
2258|E-35 : Producci¢n Tk 532 (L. oes|E-35 : Producci¢n Tk 532 (L. oes|64|
2259|E-36 : Producci¢n Tk 532 (L. est|E-36 : Producci¢n Tk 532 (L. est|64|
2260|E-37 : Producci¢n Tk 539 (L. sur|E-37 : Producci¢n Tk 539 (L. sur|64|
2261|E-38 : Producci¢n Tk 539 (L. nor|E-38 : Producci¢n Tk 539 (L. nor|64|
2262|E-39 : Aspiraci¢n normal Tk 539|E-39 : Aspiraci¢n normal Tk 539|64|
2263|E-40 : Aspiraci¢n de la olla Tk|E-40 : Aspiraci¢n de la olla Tk|64|
2264|E-41 : Aspiraci¢n com£n Tk 539|E-41 : Aspiraci¢n com£n Tk 539|64|
2265|E-42 : Aspiraci¢n normal Tk 532|E-42 : Aspiraci¢n normal Tk 532|64|
2266|E-43 : Aspiraci¢n de la olla Tk|E-43 : Aspiraci¢n de la olla Tk|64|
2267|E-44 : Aspiraci¢n com£n Tk 532|E-44 : Aspiraci¢n com£n Tk 532|64|
2268|E-45 : Cambio aspiraci¢n Tks 532|E-45 : Cambio aspiraci¢n Tks 532|64|
2269|E-46 : Aspiraci¢n D3-506|E-46 : Aspiraci¢n D3-506|64|
2270|E-47 : Salida D3-506 (sobre D3-5|E-47 : Salida D3-506 (sobre D3-5|64|
2271|E-48 : Bloqueo l¡nea Bz (frente|E-48 : Bloqueo l¡nea Bz (frente|64|
2272|E-49 : L¡nea auxiliar Bz (Tks pr|E-49 : L¡nea auxiliar Bz (Tks pr|64|
2273|E-50 : Bloqueo l¡nea Bz (Tks pro|E-50 : Bloqueo l¡nea Bz (Tks pro|64|
2274|E-51 : Producci¢n Tk 529 (L.sur)|E-51 : Producci¢n Tk 529 (L.sur)|64|
2275|E-52 : Aspiraci¢n Tk 529 para E.|E-52 : Aspiraci¢n Tk 529 para E.|64|
2276|E-53 : Carga directa a E.E.E.|E-53 : Carga directa a E.E.E.|64|
2277|E-54 : Carga directa a E.E.E.|E-54 : Carga directa a E.E.E.|64|
2278|E-55 : L¡nea nueva|E-55 : L¡nea nueva|64|
2279|E-56 : L¡nea nueva|E-56 : L¡nea nueva|64|
2280|E-57 : By-Pass L.C.306|E-57 : By-Pass L.C.306|64|
2281|E-58 : Drenaje D13-302|E-58 : Drenaje D13-302|64|
2282|E-59 : Bloqueo Fdo. D13-302|E-59 : Bloqueo Fdo. D13-302|64|
2283|E-60 : Bloqueo de LC-305 (L. nor|E-60 : Bloqueo de LC-305 (L. nor|64|
2284|E-61 : Bloqueo de LC-305 (L. sur|E-61 : Bloqueo de LC-305 (L. sur|64|
2285|E-62 : By- Pass de LC-305|E-62 : By- Pass de LC-305|64|
2286|E-63 : Aspiraci¢n D3-311|E-63 : Aspiraci¢n D3-311|64|
2287|E-64 : Aspiraci¢n D3-312|E-64 : Aspiraci¢n D3-312|64|
2288|E-65 : Entrada D14-304 (inferior|E-65 : Entrada D14-304 (inferior|64|
2289|E-66 : Entrada D14-304 (superor)|E-66 : Entrada D14-304 (superor)|64|
2290|E-67 : Aspiraci¢n D3-327|E-67 : Aspiraci¢n D3-327|64|
2291|E-68 : Aspiraci¢n D3-323|E-68 : Aspiraci¢n D3-323|64|
2292|E-69 : Aspiraci¢n D3-219|E-69 : Aspiraci¢n D3-219|64|
2293|E-70 : Aspiraci¢n D3-220|E-70 : Aspiraci¢n D3-220|64|
2294|E-71 : Aspiraci¢n D3-221|E-71 : Aspiraci¢n D3-221|64|
2295|E-72 : Descarga D3-221|E-72 : Descarga D3-221|64|
2296|E-73 : Descarga D3-220|E-73 : Descarga D3-220|64|
2297|E-74 : Descarga D3-219|E-74 : Descarga D3-219|64|
2298|E-75 : Bloqueo FRC-211 (L.este)|E-75 : Bloqueo FRC-211 (L.este)|64|
2299|E-76 : By-Pass FRC-211|E-76 : By-Pass FRC-211|64|
2300|E-77 : Bloqueo FRC-211 (L.oeste)|E-77 : Bloqueo FRC-211 (L.oeste)|64|
2301|E-78 : By-Pass serp.sup.D1 301(s|E-78 : By-Pass serp.sup.D1 301(s|64|
2302|E-79 : Bloqueo serp.sup.D1 301(s|E-79 : Bloqueo serp.sup.D1 301(s|64|
2303|E-80 : Bloqueo retorno serp.sup.|E-80 : Bloqueo retorno serp.sup.|64|
2304|E-81 : Entrada serp.sup. D1-301|E-81 : Entrada serp.sup. D1-301|64|
2305|E-82 : Salida serp. sup. D1-301|E-82 : Salida serp. sup. D1-301|64|
2306|E-83 : Bloqueo Fdo. estabil. a D|E-83 : Bloqueo Fdo. estabil. a D|64|
2307|E-84 : Resirculac. carga purif.|E-84 : Resirculac. carga purif.|64|
2308|E-85 : Entrada D2-216|E-85 : Entrada D2-216|64|
2309|E-86 : Salida D2-216|E-86 : Salida D2-216|64|
2310|E-87 : By-Pass carga D14-207/8 (|E-87 : By-Pass carga D14-207/8 (|64|
2311|E-88 : Fdo. Estabiliz. a D14-207|E-88 : Fdo. Estabiliz. a D14-207|64|
2312|E-89 : By-Pass D2-216|E-89 : By-Pass D2-216|64|
2313|E-90 : Entrada D14-207|E-90 : Entrada D14-207|64|
2314|E-91 : Entrada p/vapor D14-207|E-91 : Entrada p/vapor D14-207|64|
2315|E-92 : Entrada p/vapor D14-208|E-92 : Entrada p/vapor D14-208|64|
2316|E-93 : Entrada D14-208 (valvula|E-93 : Entrada D14-208 (valvula|64|
2317|E-94 : Entrada D14-208 (valvula|E-94 : Entrada D14-208 (valvula|64|
2318|E-95 : Salida D14-207 a PRC-306|E-95 : Salida D14-207 a PRC-306|64|
2319|E-96 : Salida D14-207 a D13-803|E-96 : Salida D14-207 a D13-803|64|
2320|E-97 : Salida D14-208 a D13-803|E-97 : Salida D14-208 a D13-803|64|
2321|E-98 : Salida D14-208 a PRC-306|E-98 : Salida D14-208 a PRC-306|64|
2322|E-99 : Bloqueo PRC-306 (L.sur)|E-99 : Bloqueo PRC-306 (L.sur)|64|
2323|E-100 : By-Pass PRC-306|E-100 : By-Pass PRC-306|64|
2324|E-101 : Bloqueo PRC-306 (L.norte|E-101 : Bloqueo PRC-306 (L.norte|64|
2325|E-102 : Entada D14-305 (superior|E-102 : Entada D14-305 (superior|64|
2326|E-103 : Entada D14-305 (centro)|E-103 : Entada D14-305 (centro)|64|
2327|E-104 : Entada D14-305 (inferior|E-104 : Entada D14-305 (inferior|64|
2328|E-105 : Salida Cte. Lat D14 202|E-105 : Salida Cte. Lat D14 202|64|
2329|E-106 : Salida Cte. Lat D14 202|E-106 : Salida Cte. Lat D14 202|64|
2330|E-107 : Bloqueo valv. mariposa (|E-107 : Bloqueo valv. mariposa (|64|
2331|E-108 : Bloqueo valv. mariposa (|E-108 : Bloqueo valv. mariposa (|64|
2332|E-109 : By-Pass valv. mariposa|E-109 : By-Pass valv. mariposa|64|
2333|E-110 : Bloqueo D2-206 B|E-110 : Bloqueo D2-206 B|64|
2334|E-111 : Bloqueo salida 206 A|E-111 : Bloqueo salida 206 A|64|
2335|E-112 : Bloqueo salida 206 B|E-112 : Bloqueo salida 206 B|64|
2336|E-113 : Aspiraci¢n D3-215|E-113 : Aspiraci¢n D3-215|64|
2337|E-114 : Aspiraci¢n D3-214|E-114 : Aspiraci¢n D3-214|64|
2338|E-115 : Descarga D3-214|E-115 : Descarga D3-214|64|
2339|E-116 : Descarga D3-215|E-116 : Descarga D3-215|64|
2340|E-117 : Entrada D14-205|E-117 : Entrada D14-205|64|
2341|E-118 : Bloqueo LC-206 (lado oes|E-118 : Bloqueo LC-206 (lado oes|64|
2342|E-119 : Bloqueo LC-206 (lado est|E-119 : Bloqueo LC-206 (lado est|64|
2343|E-120 : By-Pass LC-206|E-120 : By-Pass LC-206|64|
2344|E-121 : Extracto a Tk 513 (sobre|E-121 : Extracto a Tk 513 (sobre|64|
2345|E-122 : Entrada Tk 513|E-122 : Entrada Tk 513|64|
2346|E-123 : Aspiraci¢n olla Tk 513|E-123 : Aspiraci¢n olla Tk 513|64|
2347|E-124 : Aspiraci¢n normal Tk 513|E-124 : Aspiraci¢n normal Tk 513|64|
2348|E-125 : Aspirac¢n agua Tk 513|E-125 : Aspirac¢n agua Tk 513|64|
2349|E-126 : Reguladora LC-306|E-126 : Reguladora LC-306|64|
2350|E-127 : Reguladora PRC-306|E-127 : Reguladora PRC-306|64|
2351|M-24 : PC-105|M-24 : PC-105|63|
2352|M-25 : Bloqueo PC-105|M-25 : Bloqueo PC-105|63|
2353|M-26 : Bloqueo PC-105|M-26 : Bloqueo PC-105|63|
2354|M-27 : By-pass PC-105|M-27 : By-pass PC-105|63|
2355|M-28 : By-pass entr gas proceso|M-28 : By-pass entr gas proceso|63|
2356|M-29 : Entrada de gas de proceso|M-29 : Entrada de gas de proceso|63|
2357|M-30 : Drenaje autom de l¡quidos|M-30 : Drenaje autom de l¡quidos|63|
2358|M-31 : Aislad Dren autom liquido|M-31 : Aislad Dren autom liquido|63|
2359|M-32 : Aislad Dren autom liquido|M-32 : Aislad Dren autom liquido|63|
2360|M-33 : By-pass Dren aut liquido|M-33 : By-pass Dren aut liquido|63|
2361|M-34 : Dren liq cegada corr arri|M-34 : Dren liq cegada corr arri|63|
2362|M-35 : Bloq PSV Tamb GasMezc|M-35 : Bloq PSV Tamb GasMezc|63|
2363|M-36 : Vent antor PSVTamb Gas|M-36 : Vent antor PSVTamb Gas|63|
2364|M-37 : Entrada al Demister|M-37 : Entrada al Demister|63|
2365|M-38 : B-passTamb Gas Mez a PC
|M-38 : B-passTamb Gas Mez a PC
|63|
2366|M-39 : By-pass de Gas Natural al|M-39 : By-pass de Gas Natural al|63|
2367|M-40 : Bloqueo PSV Demister|M-40 : Bloqueo PSV Demister|63|
2368|M-41 : Bloq PSV Demister vente|M-41 : Bloq PSV Demister vente|63|
2369|M-42 : Vent antorch sist dren de|M-42 : Vent antorch sist dren de|63|
2370|M-43 : Bloq control nivel Demist|M-43 : Bloq control nivel Demist|63|
2371|M-44 : Bloq de controlador de ni|M-44 : Bloq de controlador de ni|63|
2372|M-45 : Dren autom de l¡quidos|M-45 : Dren autom de l¡quidos|63|
2373|M-46 : Aisl de Drenaje autom de
